id	app	m	1	2	3	4	5	6
1	grep	1	2.059493485	2.054236631	2.055788033	2.058315122	2.049512858	2.06010534
2	grep	2	2.15897957	2.247033023	2.398882955	2.239069459	2.256097443	2.415373573
3	grep	3	2.506013242	2.525928896	2.654441078	2.57415787	2.67099106	2.391098387
4	grep	4	3.807685544	3.95490605	3.605472002	3.78399084	3.792844437	3.964520194
5	grep	5	3.843715181	4.035655622	3.924027404	4.321756408	4.060284986	3.944613938
6	grep	6	4.72741468	4.513801484	4.68400953	4.566888869	4.678268043	4.418515059
7	grep	7	6.17760372	6.037395248	6.201760842	5.895780598	5.503512921	5.86527737
8	grep	8	6.344474842	6.52227553	6.267341792	6.365976195	6.267516938	6.659687895
9	grep	12	9.752761585	9.347297956	9.479542528	9.950322206	9.542665778	9.13703368
10	grep	16	12.29285542	12.91641466	12.93179565	13.189268	12.58487596	12.39500049
11	grep	24	17.55584443	18.16947314	16.86450732	17.95659189	17.20092129	18.16073914
12	grep	32	21.68796052	21.88187432	21.65113433	22.55818472	22.25852748	21.06015775
13	grep	48	30.58407399	30.59021385	31.37152851	31.23375738	31.75056621	30.8770287
14	grep	64	35.9109336	33.47636058	34.92181402	31.53341144	33.76538497	35.2624519
15	grep	80	25.72672944	30.72569292	34.22369838	32.87042927	33.52749122	33.32284557
16	grep	96	31.73771029	32.38546685	34.56758204	34.07274901	32.46959089	34.41262471
17	grep	128	38.23906724	35.47388162	35.80355114	32.13358283	35.94405471	29.7744126
18	wc	1	0.517579309	0.675761513	0.518790886	0.517258957	0.504009442	0.679334522
19	wc	2	0.346882343	0.509832564	0.495225003	0.496387632	0.518979534	0.672398307
20	wc	3	1.02473909	1.025196129	1.026685453	1.020458949	0.85208433	0.695468015
21	wc	4	1.022835317	1.020043646	1.007298262	0.852487582	0.843944924	1.00901262
22	wc	5	1.208778082	1.498533337	1.019980569	1.026791062	1.02965006	1.176655897
23	wc	6	1.896184963	1.89776182	1.555032344	1.366227148	1.539644817	1.715201914
24	wc	7	1.707171789	1.370165639	1.374858269	1.701122654	1.544483254	1.863035262
25	wc	8	2.202215131	2.03958039	1.859884869	2.382696198	2.022122239	1.871926676
26	wc	12	3.097234527	2.928837346	2.765554102	2.918319083	2.937222904	2.568007764
27	wc	16	3.391285886	3.38205137	3.838601005	3.183887094	4.04959236	3.512041213
28	wc	24	4.879213688	3.809771529	4.051735115	3.977003616	4.830351695	4.310534534
29	wc	32	3.534776603	3.516695885	4.333990774	4.32183935	3.910993101	3.678788376
30	wc	48	7.421875715	6.526338483	6.617191219	6.626062597	5.620932214	6.679038171
31	wc	64	6.537812658	6.251648803	6.036249722	5.399538872	5.492855182	6.512313827
32	wc	80	6.124185357	6.20514426	6.093893052	6.189922359	6.526851295	8.304014336
33	wc	96	7.68879356	7.36486664	5.464794667	7.26332162	7.351373845	7.422671264
34	wc	128	9.544083564	9.555729379	9.556900043	9.445077104	9.517072515	9.464400927
35	sol	1	18.39442611	17.63911889	17.18777142	16.35893708	17.82852545	17.78344068
36	sol	2	12.9653596	14.32197108	14.52086287	13.73313224	14.17098731	14.08902034
37	sol	3	25.38268034	25.27479837	23.6522407	25.05304631	25.4737089	25.32861543
38	sol	4	27.65657084	25.00295061	27.30893425	25.70262772	27.1258185	26.73566971
39	sol	5	37.85979993	36.89799622	37.97540596	38.6306218	37.88871132	38.23468825
40	sol	6	49.87676589	50.92494239	50.76115142	51.3676466	51.53133181	51.87216688
41	sol	7	49.34915149	48.27605111	49.57266778	50.47470404	49.83262588	50.71739277
42	sol	8	62.55540625	61.15829513	59.04901583	61.08803507	62.22037795	62.30588256
43	sol	12	96.6180531	92.64810239	96.34250217	91.24587682	96.08659698	96.46508901
44	sol	16	117.8274941	110.4065135	112.2909549	112.0085787	115.4691554	114.3221889
45	sol	24	177.4958223	175.359134	179.0225253	173.2007604	180.31572	179.7314569
46	sol	32	220.863804	225.2178428	223.5688593	218.5159317	228.4722484	223.419211
47	sol	48	322.8700848	323.1698139	329.710587	330.2301282	330.2341234	329.8013743
48	sol	64	415.5217766	411.9845154	411.6264187	416.6046389	419.9298129	426.017957
49	sol	80	479.6170705	509.3258691	509.8636397	502.7788379	513.8997078	510.1513033
50	sol	96	575.5755368	585.596402	570.497131	585.1530815	585.2240312	594.6576624
51	sol	128	662.4454032	656.7361031	655.5716571	660.63954	659.364449	661.7407565
52	rcount	1	0.674592867	0.520528685	0.67515976	0.676854871	0.683000119	0.517046439
53	rcount	2	0.671786293	0.670675544	0.659904216	0.658184369	0.509237559	0.674230796
54	rcount	3	1.035241787	1.01437652	1.022897153	1.029345266	1.0359733	1.200111876
55	rcount	4	1.015323681	1.019916734	1.025001731	1.188960117	1.200705185	1.015350572
56	rcount	5	1.345711919	1.359428483	1.363729506	1.356079699	1.347157672	1.524464887
57	rcount	6	1.545311742	2.056025214	1.88529098	1.702054159	1.891774526	1.539432453
58	rcount	7	1.715244716	1.891472675	1.855324891	1.690159273	1.706186388	1.677762199
59	rcount	8	2.214232095	2.034754641	1.91036074	2.374528191	2.208299938	2.39311291
60	rcount	12	2.921122321	2.915851903	2.580969256	3.092585744	3.267883697	3.613501865
61	rcount	16	4.039645898	3.879644003	4.386281807	3.746258286	3.748422941	3.847323641
62	rcount	24	5.016482611	5.208150479	5.509172874	5.322173887	5.53509502	3.623478434
63	rcount	32	5.829247246	6.470404811	5.781750346	6.485264959	6.142911289	5.209291442
64	rcount	48	7.04731192	8.130405933	6.959095273	6.770624541	8.583956075	9.361219274
65	rcount	64	6.284652071	6.90827658	6.813211311	7.227842299	7.036411609	6.671899013
66	rcount	80	7.772287149	7.826852641	7.965949455	7.47555922	8.384111779	7.702422278
67	rcount	96	9.068997677	6.296668911	8.853646441	8.185756455	8.504055545	7.508135128
68	rcount	128	11.08511533	11.07359908	10.06495148	11.12122219	10.65368158	11.22959327
69	pv	1	1.364852858	1.376083112	1.197058862	1.211660877	1.207667578	1.197505038
70	pv	2	1.347070096	1.164180912	1.203750091	1.01253278	1.208266239	1.195848902
71	pv	3	1.894699291	1.889351865	1.885413842	1.711063217	1.720969891	1.721109854
72	pv	4	1.879136127	1.997929927	1.985347293	1.708394501	1.99258898	1.885739083
73	pv	5	2.408687454	2.57695699	2.480161958	2.756932345	2.400376635	2.751213928
74	pv	6	3.179897863	3.155770868	3.418802128	3.090954661	3.447666031	3.290633014
75	pv	7	3.614698024	3.790679564	3.436933936	3.725328047	3.863107122	3.434682984
76	pv	8	4.508393309	4.292809001	4.131360738	4.125166953	3.97857308	4.218151582
77	pv	12	6.128594992	6.283885084	6.240197467	6.563614841	6.477593685	6.622572654
78	pv	16	7.925589333	7.265948148	7.823575134	7.749344257	7.794550858	7.803345222
79	pv	24	11.77928281	12.03418569	12.00185422	11.00765061	12.05470097	11.25992999
80	pv	32	14.87003873	15.15221486	14.98261117	14.83711375	14.64302091	15.39713343
81	pv	48	23.00039662	22.31089869	22.08421429	22.2315191	22.34991349	21.47679052
82	pv	64	27.1079847	23.07207283	24.97648254	22.228541	25.5321199	20.9889161
83	pv	80	31.51724422	31.52544261	33.10089121	32.43701044	32.38076306	29.47094035
84	pv	96	40.836823	39.92104945	41.70739203	40.02780348	40.77066712	40.74974385
85	pv	128	48.98749535	49.47980396	51.07237335	50.62853681	49.488746	51.1508897
86	visitor	1	1.558003713	1.285504958	1.55077721	1.365886034	1.189762732	1.362118871
87	visitor	2	1.201290248	1.030680672	1.019566118	0.854337782	1.155221175	1.00970799
88	visitor	3	1.8396445	2.039124356	1.72371688	1.711061496	1.883774453	1.69865395
89	visitor	4	1.824893017	2.046738485	1.677524353	2.022170799	1.999798608	1.861764057
90	visitor	5	2.49115188	2.734100786	2.368742147	2.716769951	2.652615247	2.842005847
91	visitor	6	3.27211519	3.442458906	3.513139172	3.474884362	3.289074323	3.278941841
92	visitor	7	3.196642514	3.378032105	3.05664401	3.220935282	3.413839163	3.494338206
93	visitor	8	4.385891168	4.61511903	4.156231781	4.503018146	4.254128315	4.203537873
94	visitor	12	6.372197034	6.754180438	6.303168728	6.37886316	6.621854661	6.823416327
95	visitor	16	8.210131176	8.473019692	8.383206105	8.540858017	8.469569024	8.561177926
96	visitor	24	12.4420584	12.93284971	12.32554718	12.97213677	13.33433778	12.44160548
97	visitor	32	15.25693991	16.2357407	15.01833486	15.54445413	15.89261679	16.19275645
98	visitor	48	23.62384207	23.96245208	23.8738156	23.5730505	22.70233475	24.61285063
99	visitor	64	29.34161684	28.80381198	28.96056702	27.13621208	28.80641791	28.31641528
100	visitor	80	34.43212464	34.65234245	35.10806165	35.27769187	34.34195406	35.40839021
101	visitor	96	42.70779397	42.02159213	42.52750126	41.4744906	43.00926615	42.86271353
102	visitor	128	52.82325272	52.10888391	53.3631322	52.08605439	52.40032075	53.00729746
103	rsort	1	0.846544881	0.850994514	0.850164516	1.038077253	1.021837823	0.84588972
104	rsort	2	1.038672835	1.022700717	1.200279702	1.211905779	1.362407742	0.6937222
105	rsort	3	1.38680093	1.38883494	1.544497544	1.72022111	1.202405684	1.720149864
106	rsort	4	2.058245937	2.059259233	2.249541122	2.218145068	1.902232829	1.734035619
107	rsort	5	1.731157923	2.250211566	2.425526263	2.068377113	2.406977425	2.587490326
108	rsort	6	3.268502153	2.772969494	2.925853785	2.759765986	2.745566589	3.285752438
109	rsort	7	3.456678171	3.455723328	3.283313383	3.792998602	2.245467959	3.639852083
110	rsort	8	3.26858233	3.952170822	4.129420076	3.430404632	3.435006094	4.306298917
111	rsort	12	6.06524809	5.161108676	5.21673781	5.896606932	4.674420768	5.709012312
112	rsort	16	7.310595086	7.137163654	6.93785737	7.38807434	7.085339666	5.874683098
113	rsort	24	11.22953211	10.92215514	10.19055857	11.01278216	11.42075412	11.03186897
114	rsort	32	13.24818256	14.26408664	12.68577053	11.33543133	12.01213524	12.68455328
115	rsort	48	20.05347087	20.42337993	19.87526318	20.74752135	19.66476237	20.14361913
116	rsort	64	27.56842068	27.50184743	26.76213734	27.07136952	27.8688908	27.63525455
117	rsort	80	33.42447564	33.0919461	32.38001064	32.58527087	32.40793316	32.33274113
118	rsort	96	39.3343691	38.86780385	39.05045969	39.3840872	40.12891864	39.04960873
119	rsort	128	49.44735458	47.34616987	48.85947876	46.85234457	45.7661111	46.70248209
120	vhtree	1	53.51570014	49.13670304	47.80056093	53.80798334	53.24057229	53.14515761
121	vhtree	2	42.302638	42.43265005	41.79366648	46.16517278	42.77056887	42.13606282
122	vhtree	3	54.27319921	54.20543026	54.77129864	54.59210066	53.05644642	53.41600195
123	vhtree	4	47.6776421	49.79561531	48.57155725	48.65639149	48.02930978	49.17333048
124	vhtree	5	51.26135129	49.54529905	50.26605668	51.70716254	49.1117288	49.59117352
125	vhtree	6	51.49134412	52.21332381	51.81584532	51.05110432	42.0710179	51.38455267
126	vhtree	7	50.84140013	46.93348127	47.98680593	50.09349232	50.19345487	50.68613081
127	vhtree	8	53.66408049	50.76560001	49.42045903	49.67957493	50.82687406	51.88394407
128	vhtree	12	48.73485719	49.04200797	48.95008792	50.84930636	49.90997528	48.82010573
129	vhtree	16	50.68709947	48.20243524	50.22633451	47.54608777	47.62571026	50.28526121
130	vhtree	24	49.48515871	48.60653683	50.38029418	48.08233749	50.15552597	48.4860257
131	vhtree	32	51.28180233	49.76227081	49.37012124	49.52652253	50.85062653	50.60006931
132	vhtree	48	50.81215515	51.27066471	47.49987431	50.34786387	48.35366105	47.86177437
133	vhtree	64	51.52732309	49.24533933	50.6833686	50.17591246	51.05207268	51.86078883
134	vhtree	80	49.81007409	50.28584479	51.16485664	50.28437093	51.84910639	49.973582
135	vhtree	96	50.69611541	52.15307309	49.73548862	51.76628163	51.40988973	49.5773564
136	vhtree	128	51.55815215	50.38766667	48.06727723	50.06825301	48.18967356	49.46693141
137	clean	1	1.076748131	1.14298163	1.13927496	1.202059974	1.135163489	1.077120098
138	clean	2	1.13943463	1.074131907	1.140418404	1.014392915	1.016034858	1.00834656
139	clean	3	1.700861247	1.58098839	1.643215593	1.456818005	1.518604761	1.525039096
140	clean	4	1.450658419	1.516230015	1.454497608	1.49858594	1.392567982	1.386658171
141	clean	5	2.015679682	2.082538596	2.00501047	2.128752019	2.072446229	2.074907216
142	clean	6	2.692174475	2.63905734	2.695645646	2.6485502	2.629218835	2.787070309
143	clean	7	2.70448421	2.526180395	2.579253284	2.80668049	2.645703613	2.702848539
144	clean	8	3.29527319	3.267607161	3.289426889	3.151622833	3.235138304	3.44583149
145	clean	12	4.489624688	4.331968648	4.361624061	4.55484315	4.483177438	4.352366101
146	clean	16	4.867401139	5.18765664	5.101123109	5.251929646	5.126484397	5.06189272
147	clean	24	5.036548197	4.502881019	4.911854639	4.778158085	4.596020563	4.918456206
148	clean	32	5.102008117	4.997994005	5.03105999	5.057139975	4.792114665	4.762843473
149	clean	48	5.758227952	5.63760906	5.146414314	4.881926506	4.804894363	5.554919588
150	clean	64	3.802963726	5.09111849	4.328124314	5.117797804	5.124000525	5.100411735
151	clean	80	3.462417719	5.785529989	5.73104462	3.65989502	5.822047823	3.647541268
152	clean	96	3.852337412	4.434525551	4.244533053	5.251524484	6.971476293	5.901392669
153	clean	128	3.940721834	5.012223627	5.008426436	4.879357357	5.0111335	5.006404142
154	twitter	1	4.590169264	4.49603185	4.819143901	4.720657954	4.588926288	4.620274529
155	twitter	2	3.894625239	3.885078456	3.662869732	3.732885124	3.63764827	3.805039841
156	twitter	3	6.296813507	6.626057543	6.693523992	6.577313042	6.508936315	6.618382329
157	twitter	4	6.548820711	6.575963536	6.413442136	7.202093797	6.443967504	6.898869217
158	twitter	5	9.282629917	9.349811962	9.509610313	9.245956847	9.270144617	9.397682001
159	twitter	6	12.1567581	12.36545226	12.47893342	12.40522464	12.41595241	12.10739664
160	twitter	7	12.0545422	12.07411293	11.73025431	12.26023622	12.31612855	12.1245741
161	twitter	8	15.5843922	15.43091316	15.77259652	15.72391978	16.05381469	15.39623463
162	twitter	12	23.94149663	23.39752148	23.98033014	24.07656946	23.74533342	24.18523817
163	twitter	16	30.01435511	29.45853494	29.69024771	28.65876508	29.60751947	29.59544386
164	twitter	24	46.47354049	45.82487305	46.6184272	47.24914787	46.40788151	46.46805625
165	twitter	32	61.27073703	60.77508136	60.52388981	59.50441146	60.73972213	60.63181407
166	twitter	48	89.81834114	90.9752185	91.48532722	91.06186565	91.54550903	90.39205683
167	twitter	64	115.178119	113.6940131	114.2103459	114.2402901	114.4551616	114.551124
168	twitter	80	141.0549592	140.7178838	139.8735464	139.4234616	140.5641938	139.5102538
169	twitter	96	165.919181	166.4243134	167.0123227	166.5324366	166.4943253	165.9494275
170	twitter	128	211.6142825	207.7744407	212.173677	212.0236483	209.7951588	210.2079327
171	collision	1	300.619	377.495	401.348	433.366	431.772	334.607
172	collision	3	366.042	333.462	361.912	333.063	366.678	333.506
173	collision	5	428.532	399.694	432.388	366.943	400.533	395.703
174	collision	6	399.901	467.297	429.711	466.296	462.693	495.948
175	collision	8	496.374	595.213	529.842	531.952	531.940	532.282
176	collision	9	598.303	632.146	595.808	596.340	664.455	663.582
177	collision	11	661.785	662.197	628.266	662.234	664.236	694.454
178	collision	12	861.323	764.850	762.383	631.074	962.463	1031.549
179	collision	14	861.306	962.799	927.109	1160.054	893.170	859.986
